authorization_country,substance_name,mpid,package_id,medicinal_product_name,MA_holder,MA_number,spc_fi,spc_sv,basis_substance,reference_substance,formname_fi,formname_sv,formname_en,spor_form_list,spor_form,manufactureddoseform,route_of_admin_fi,route_of_admin_sv,route_of_admin_en,route_of_admin_spor_id,edqm_roa_id,strength_with_unit,ingredient_quantity_operator,ingredient_base_strength,ingredient_strength_min,ingredient_strength_max,strength_unit_fi,strength_unit_sv,strength_unit_en,reference_substance_strength,code,free_form_package_size,legal_status_for_supply
FIN,Metformin hydrochloride,15165,26473,Metformin Actavis,Actavis Group PTC ehf,16469,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=16469,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=16469,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,850 mg,,850,,,mg,mg,mg,,A10BA02,20,R
FIN,Metformin hydrochloride,15165,26474,Metformin Actavis,Actavis Group PTC ehf,16469,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=16469,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=16469,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,850 mg,,850,,,mg,mg,mg,,A10BA02,30,R
FIN,Metformin hydrochloride,15165,26475,Metformin Actavis,Actavis Group PTC ehf,16469,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=16469,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=16469,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,850 mg,,850,,,mg,mg,mg,,A10BA02,60,R
FIN,Metformin hydrochloride,15165,26476,Metformin Actavis,Actavis Group PTC ehf,16469,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=16469,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=16469,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,850 mg,,850,,,mg,mg,mg,,A10BA02,100,R
FIN,Metformin hydrochloride,15165,26477,Metformin Actavis,Actavis Group PTC ehf,16469,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=16469,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=16469,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,850 mg,,850,,,mg,mg,mg,,A10BA02,20,R
FIN,Metformin hydrochloride,15165,26478,Metformin Actavis,Actavis Group PTC ehf,16469,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=16469,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=16469,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,850 mg,,850,,,mg,mg,mg,,A10BA02,30,R
FIN,Metformin hydrochloride,15165,26479,Metformin Actavis,Actavis Group PTC ehf,16469,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=16469,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=16469,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,850 mg,,850,,,mg,mg,mg,,A10BA02,60,R
FIN,Metformin hydrochloride,15165,26480,Metformin Actavis,Actavis Group PTC ehf,16469,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=16469,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=16469,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,850 mg,,850,,,mg,mg,mg,,A10BA02,100,R
FIN,Metformin hydrochloride,15165,57857,Metformin Actavis,Actavis Group PTC ehf,16469,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=16469,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=16469,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,850 mg,,850,,,mg,mg,mg,,A10BA02,20,R
FIN,Metformin hydrochloride,15165,57858,Metformin Actavis,Actavis Group PTC ehf,16469,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=16469,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=16469,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,850 mg,,850,,,mg,mg,mg,,A10BA02,30,R
FIN,Metformin hydrochloride,15165,57859,Metformin Actavis,Actavis Group PTC ehf,16469,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=16469,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=16469,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,850 mg,,850,,,mg,mg,mg,,A10BA02,60,R
FIN,Metformin hydrochloride,15165,57860,Metformin Actavis,Actavis Group PTC ehf,16469,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=16469,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=16469,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,850 mg,,850,,,mg,mg,mg,,A10BA02,100,R
FIN,Metformin hydrochloride,23142,66937,Metformin Stada,Stada Arzneimittel AG,20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0 mg (780,0 mg)",,,,,,,A10BA02,15,R
FIN,Metformin hydrochloride,23142,66938,Metformin Stada,Stada Arzneimittel AG,20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0 mg (780,0 mg)",,,,,,,A10BA02,20,R
FIN,Metformin hydrochloride,23142,66939,Metformin Stada,Stada Arzneimittel AG,20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0 mg (780,0 mg)",,,,,,,A10BA02,30,R
FIN,Metformin hydrochloride,23142,66940,Metformin Stada,Stada Arzneimittel AG,20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0 mg (780,0 mg)",,,,,,,A10BA02,50,R
FIN,Metformin hydrochloride,23142,66941,Metformin Stada,Stada Arzneimittel AG,20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0 mg (780,0 mg)",,,,,,,A10BA02,60,R
FIN,Metformin hydrochloride,23142,66942,Metformin Stada,Stada Arzneimittel AG,20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0 mg (780,0 mg)",,,,,,,A10BA02,90,R
FIN,Metformin hydrochloride,23142,66943,Metformin Stada,Stada Arzneimittel AG,20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0 mg (780,0 mg)",,,,,,,A10BA02,100,R
FIN,Metformin hydrochloride,23142,66944,Metformin Stada,Stada Arzneimittel AG,20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0 mg (780,0 mg)",,,,,,,A10BA02,120,R
FIN,Metformin hydrochloride,23142,66945,Metformin Stada,Stada Arzneimittel AG,20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0 mg (780,0 mg)",,,,,,,A10BA02,150,R
FIN,Metformin hydrochloride,23142,66946,Metformin Stada,Stada Arzneimittel AG,20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0 mg (780,0 mg)",,,,,,,A10BA02,200,R
FIN,Metformin hydrochloride,23142,66947,Metformin Stada,Stada Arzneimittel AG,20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0 mg (780,0 mg)",,,,,,,A10BA02,600,R
FIN,Metformin hydrochloride,23142,67126,Metformin Stada,Stada Arzneimittel AG,20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0 mg (780,0 mg)",,,,,,,A10BA02,15,R
FIN,Metformin hydrochloride,23142,67127,Metformin Stada,Stada Arzneimittel AG,20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0 mg (780,0 mg)",,,,,,,A10BA02,20,R
FIN,Metformin hydrochloride,23142,67128,Metformin Stada,Stada Arzneimittel AG,20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0 mg (780,0 mg)",,,,,,,A10BA02,30,R
FIN,Metformin hydrochloride,23142,67129,Metformin Stada,Stada Arzneimittel AG,20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0 mg (780,0 mg)",,,,,,,A10BA02,50,R
FIN,Metformin hydrochloride,23142,67130,Metformin Stada,Stada Arzneimittel AG,20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0 mg (780,0 mg)",,,,,,,A10BA02,60,R
FIN,Metformin hydrochloride,23142,67131,Metformin Stada,Stada Arzneimittel AG,20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0 mg (780,0 mg)",,,,,,,A10BA02,90,R
FIN,Metformin hydrochloride,23142,67132,Metformin Stada,Stada Arzneimittel AG,20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0 mg (780,0 mg)",,,,,,,A10BA02,100,R
FIN,Metformin hydrochloride,23142,67133,Metformin Stada,Stada Arzneimittel AG,20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0 mg (780,0 mg)",,,,,,,A10BA02,120,R
FIN,Metformin hydrochloride,23142,67134,Metformin Stada,Stada Arzneimittel AG,20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0 mg (780,0 mg)",,,,,,,A10BA02,150,R
FIN,Metformin hydrochloride,23142,67135,Metformin Stada,Stada Arzneimittel AG,20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0 mg (780,0 mg)",,,,,,,A10BA02,200,R
FIN,Metformin hydrochloride,23142,67136,Metformin Stada,Stada Arzneimittel AG,20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0 mg (780,0 mg)",,,,,,,A10BA02,600,R
FIN,Metformin hydrochloride,23142,142796,Metformin Stada,Stada Arzneimittel AG,20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0 mg (780,0 mg)",,,,,,,A10BA02,118,R
FIN,Metformin hydrochloride,23142,142797,Metformin Stada,Stada Arzneimittel AG,20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0 mg (780,0 mg)",,,,,,,A10BA02,118,R
FIN,Metformin hydrochloride,23142,175162,Metformin Stada,Stada Arzneimittel AG,20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0 mg (780,0 mg)",,,,,,,A10BA02,180,R
FIN,Metformin hydrochloride,23142,175163,Metformin Stada,Stada Arzneimittel AG,20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=20415,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0 mg (780,0 mg)",,,,,,,A10BA02,180,R
FIN,Metformin hydrochloride,39784,142014,Metformin Vitabalans,Vitabalans Oy,29764,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=29764,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=29764,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,500 mg,,"500,0",,,mg,mg,mg,,A10BA02,30,R
FIN,Metformin hydrochloride,39784,142015,Metformin Vitabalans,Vitabalans Oy,29764,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=29764,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=29764,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,500 mg,,"500,0",,,mg,mg,mg,,A10BA02,60,R
FIN,Metformin hydrochloride,39784,153688,Metformin Vitabalans,Vitabalans Oy,29764,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=29764,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=29764,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,500 mg,,"500,0",,,mg,mg,mg,,A10BA02,100,R
FIN,Metformin hydrochloride,39784,153689,Metformin Vitabalans,Vitabalans Oy,29764,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=29764,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=29764,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,500 mg,,"500,0",,,mg,mg,mg,,A10BA02,200,R
FIN,Metformin hydrochloride,39786,142016,Metformin Vitabalans,Vitabalans Oy,29765,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=29765,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=29765,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0",,,mg,mg,mg,,A10BA02,30,R
FIN,Metformin hydrochloride,39786,142017,Metformin Vitabalans,Vitabalans Oy,29765,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=29765,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=29765,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0",,,mg,mg,mg,,A10BA02,60,R
FIN,Metformin hydrochloride,39786,153686,Metformin Vitabalans,Vitabalans Oy,29765,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=29765,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=29765,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0",,,mg,mg,mg,,A10BA02,100,R
FIN,Metformin hydrochloride,39786,153687,Metformin Vitabalans,Vitabalans Oy,29765,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=29765,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=29765,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,1000 mg,,"1000,0",,,mg,mg,mg,,A10BA02,200,R
FIN,Metformin hydrochloride,56731,195727,Metformin Zentiva,"Zentiva, k.s.",38089,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=38089,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=38089,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"500,00",,,mg,mg,mg,,A10BA02,20,R
FIN,Metformin hydrochloride,56731,195728,Metformin Zentiva,"Zentiva, k.s.",38089,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=38089,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=38089,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"500,00",,,mg,mg,mg,,A10BA02,28,R
FIN,Metformin hydrochloride,56731,195729,Metformin Zentiva,"Zentiva, k.s.",38089,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=38089,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=38089,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"500,00",,,mg,mg,mg,,A10BA02,30,R
FIN,Metformin hydrochloride,56731,195730,Metformin Zentiva,"Zentiva, k.s.",38089,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=38089,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=38089,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"500,00",,,mg,mg,mg,,A10BA02,56,R
FIN,Metformin hydrochloride,56731,195731,Metformin Zentiva,"Zentiva, k.s.",38089,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=38089,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=38089,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"500,00",,,mg,mg,mg,,A10BA02,80,R
FIN,Metformin hydrochloride,56731,195732,Metformin Zentiva,"Zentiva, k.s.",38089,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=38089,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=38089,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"500,00",,,mg,mg,mg,,A10BA02,84,R
FIN,Metformin hydrochloride,56731,195733,Metformin Zentiva,"Zentiva, k.s.",38089,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=38089,http://spc.fimea.fi/indox/nam/mln.jsp?index=humpil myyntilupanro=38089,Metformin hydrochloride,,"tabletti, kalvopäällysteinen",filmdragerad tablett,film-coated tablet,200000000004,100000073665,film-coated tablet,Suun kautta,Oral användning,Oral use,100000073619,20053000,,,"500,00",,,mg,mg,mg,,A10BA02,60,R
