authorization_country,vtm_name,samv2_amp_id,medicinal_product_name,company,amppname,cnk_pub,cti_ext,abbrevname,name_abbrev_fr,packdisplayvalue,espc_nl,espc_fr,marketingauthorisationholder,distributor,basis_substance,substance_modifier,formname,edqmform,edqmid,snomedid,abbrform_nl,abbrform_fr,manufactureddoseform,adm_doseform,roa_nl,roa_en,edqm_roa_nl,edqm_roa_id,baseofstrength,strenght_nominator_value_low_limit,strength_nominator_unit,strenght_nominator_value_high_limit,strengthunitucum,strenght_denominator_value_low_limit,strength_denominator_unit,strengthdenomunitucum,atc,ddd,ddu,dddpropackage,vmp_name,vmpgroupname
BEL,omeprazol,4020,Sedacid maagsapresist. tabl. 10 mg,SMB,Sedacid maagsapresist. tabl. 28 x 10 mg,2108702,253644-02,Sedacid maagsapresist. tabl. 28x 10mg,Sedacid compr. gastro-résist. 28x 10mg,28,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE253644&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE253644&leafletType=rcp,SAM2,SAM2,omeprazol,,maagsapresistente tablet,Maagsapresistente tablet,10225000,SAM2,# maagsapresist. tabl.,compr. gastro-résist. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,10,mg,NULL,mg,NULL,NULL,NULL,A02BC01,20,mg,,omeprazol 10 mg maagsapresistente tablet (or.),omeprazol oraal 10 mg
BEL,omeprazol,4020,Sedacid maagsapresist. tabl. 10 mg,SMB,Sedacid maagsapresist. tabl. 56 x 10 mg,2108728,253644-03,Sedacid maagsapresist. tabl. 56x 10mg,Sedacid compr. gastro-résist. 56x 10mg,56,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE253644&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE253644&leafletType=rcp,SAM2,SAM2,omeprazol,,maagsapresistente tablet,Maagsapresistente tablet,10225000,SAM2,# maagsapresist. tabl.,compr. gastro-résist. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,10,mg,NULL,mg,NULL,NULL,NULL,A02BC01,20,mg,,omeprazol 10 mg maagsapresistente tablet (or.),omeprazol oraal 10 mg
BEL,tramadol,3923,Tramium harde caps. verl. afgifte 200 mg,SMB,Tramium harde caps. verl. afgifte 30 x 200 mg,2044956,249121-03,Tramium harde caps. verl. afgifte 30x 200mg,Tramium gél. lib. prol. 30x 200mg,30,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE249121&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE249121&leafletType=rcp,SAM2,SAM2,tramadol,,"capsule met verlengde afgifte, hard","Capsule met verlengde afgifte, hard",10215000,SAM2,# harde caps. verl. afgifte,gél. lib. prol. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,200,mg,NULL,mg,NULL,NULL,NULL,N02AX02,300,mg,,tramadol hydrochloride 200 mg capsule met gereguleerde afgifte (or.) [1 toed.moment/d.],tramadol oraal (gereg. afgifte) 200 mg [1 toed.moment/d.]
BEL,tramadol,3922,Tramium harde caps. verl. afgifte 150 mg,SMB,Tramium harde caps. verl. afgifte 30 x 150 mg,2044931,249112-03,Tramium harde caps. verl. afgifte 30x 150mg,Tramium gél. lib. prol. 30x 150mg,30,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE249112&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE249112&leafletType=rcp,SAM2,SAM2,tramadol,,"capsule met verlengde afgifte, hard","Capsule met verlengde afgifte, hard",10215000,SAM2,# harde caps. verl. afgifte,gél. lib. prol. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,150,mg,NULL,mg,NULL,NULL,NULL,N02AX02,300,mg,,tramadol hydrochloride 150 mg capsule met gereguleerde afgifte (or.) [1 toed.moment/d.],tramadol oraal (gereg. afgifte) 150 mg [1 toed.moment/d.]
BEL,tramadol,3921,Tramium harde caps. verl. afgifte 100 mg,SMB,Tramium harde caps. verl. afgifte 30 x 100 mg,2044949,249103-03,Tramium harde caps. verl. afgifte 30x 100mg,Tramium gél. lib. prol. 30x 100mg,30,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE249103&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE249103&leafletType=rcp,SAM2,SAM2,tramadol,,"capsule met verlengde afgifte, hard","Capsule met verlengde afgifte, hard",10215000,SAM2,# harde caps. verl. afgifte,gél. lib. prol. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,100,mg,NULL,mg,NULL,NULL,NULL,N02AX02,300,mg,,tramadol hydrochloride 100 mg capsule met gereguleerde afgifte (or.) [1 toed.moment/d.],tramadol oraal (gereg. afgifte) 100 mg [1 toed.moment/d.]
BEL,insuline-isofaan,3896,Insulatard inj. susp. s.c. Penfill [patr.] 100 IE / 1 ml,Novo Nordisk,Insulatard inj. susp. s.c. Penfill [patr.] 5 x 3 ml 100 IE / 1 ml,1077718,247642-01,Insulatard inj. susp. s.c. Penfill [patr.] 5x3ml 100IE/1ml,Insulatard susp. inj. s.c. Penfill [cart.] 5x3ml 100UI/1ml,5,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/02/233/006&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/02/233/006&leafletType=rcp,SAM2,SAM2,insuline-isofaan,,suspensie voor injectie in een patroon,Suspensie voor injectie in een patroon,50063100,SAM2,inj. susp. #,susp. inj. #,?,?,subcutaan gebruik,subcutaneous use,Subcutaan gebruik,20066000,,100,[iU],NULL,[iU],1,mL,mL,A10AC01,40,E,,insuline-isofaan 100 IE / 1 ml suspensie voor injectie (s.c.),insuline-isofaan injectie 100 IE / 1 ml
BEL,insuline-isofaan,3895,Insulatard inj. susp. s.c. [flac.] 100 IE / 1 ml,Novo Nordisk,Insulatard inj. susp. s.c. [flac.] 1 x 10 ml 100 IE / 1 ml,245415,247615-01,Insulatard inj. susp. s.c. [flac.] 1x10ml 100IE/1ml,Insulatard susp. inj. s.c. [flac.] 1x10ml 100UI/1ml,1,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/02/233/003&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/02/233/003&leafletType=rcp,SAM2,SAM2,insuline-isofaan,,suspensie voor injectie,Suspensie voor injectie,11202000,SAM2,inj. susp. #,susp. inj. #,?,?,subcutaan gebruik,subcutaneous use,Subcutaan gebruik,20066000,,100,[iU],NULL,[iU],1,mL,mL,A10AC01,40,E,,insuline-isofaan 100 IE / 1 ml suspensie voor injectie (s.c.),insuline-isofaan injectie 100 IE / 1 ml
BEL,insuline,3889,Actrapid inj. oploss. s.c. Penfill [patr.] 100 IE / 1 ml,Novo Nordisk,Actrapid inj. oploss. s.c. Penfill [patr.] 5 x 3 ml 100 IE / 1 ml,1085885,247371-01,Actrapid inj. oploss. s.c. Penfill [patr.] 5x3ml 100IE/1ml,Actrapid sol. inj. s.c. Penfill [cart.] 5x3ml 100UI/1ml,5,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/02/230/006&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/02/230/006&leafletType=rcp,SAM2,SAM2,insuline,,oplossing voor injectie in een patroon,Oplossing voor injectie in een patroon,50060100,SAM2,inj. oploss. #,sol. inj. #,?,?,subcutaan gebruik,subcutaneous use,Subcutaan gebruik,20066000,,100,[iU],NULL,[iU],1,mL,mL,A10AB01,40,E,,insuline 100 IE / 1 ml oplossing voor injectie (s.c.),insuline injectie 100 IE / 1 ml
BEL,insuline,3888,Actrapid inj. oploss. i.v./s.c. [flac.] 100 IE / 1 ml,Novo Nordisk,Actrapid inj. oploss. i.v./s.c. [flac.] 1 x 10 ml 100 IE / 1 ml,245399,247344-01,Actrapid inj. oploss. i.v./s.c. [flac.] 1x10ml 100IE/1ml,Actrapid sol. inj. i.v./s.c. [flac.] 1x10ml 100UI/1ml,1,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/02/230/003&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/02/230/003&leafletType=rcp,SAM2,SAM2,insuline,,oplossing voor injectie,Oplossing voor injectie,11201000,SAM2,inj. oploss. #,sol. inj. #,?,?,intraveneus gebruik/subcutaan gebruik,intravenous use/subcutaneous use,Intraveneus gebruik/Subcutaan gebruik,20045000/20066000,,100,[iU],NULL,[iU],1,mL,mL,A10AB01,40,E,,insuline 100 IE / 1 ml oplossing voor injectie (i.v./s.c.),insuline injectie 100 IE / 1 ml
BEL,tramadol,3849,Tramadol EG inj./inf. oploss. i.m./i.v./s.c. [amp.] 100 mg / 2 ml,EG,Tramadol EG inj./inf. oploss. i.m./i.v./s.c. [amp.] 10 x 100 mg / 2 ml,2059756,245786-02,Tramadol EG inj./inf. oploss. i.m./i.v./s.c. [amp.] 10x 100mg/2ml,Tramadol EG sol. inj./perf. i.m./i.v./s.c. [amp.] 10x 100mg/2ml,10,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE245786&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE245786&leafletType=rcp,SAM2,SAM2,tramadol,,oplossing voor injectie/infusie,Oplossing voor injectie/infusie,50060000,SAM2,inj./inf. oploss. #,sol. inj./perf. #,?,?,intramusculair gebruik/intraveneus gebruik/subcutaan gebruik,intramuscular use/intravenous use/subcutaneous use,Intramusculair gebruik/Intraveneus gebruik/Subcutaan gebruik,20035000/20045000/20066000,,100,mg,NULL,mg,2,mL,mL,N02AX02,300,mg,,tramadol hydrochloride 100 mg / 2 ml oplossing voor injectie/infusie (i.m./i.v./s.c.),tramadol injectie/infusie 100 mg / 2 ml
BEL,tramadol,3847,Tramadol EG druppels oploss. (druppelfl.) 100 mg / 1 ml,EG,Tramadol EG druppels oploss. (druppelfl.) 10 ml 100 mg / 1 ml,2059012,245707-01,Tramadol EG druppels oploss. (druppelfl.) 10ml 100mg/1ml,Tramadol EG gtts sol. (flac. compte-gouttes) 10ml 100mg/1ml,NULL,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE245707&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE245707&leafletType=rcp,SAM2,SAM2,tramadol,,"druppels voor oraal gebruik in druppelflacon, oplossing","Druppels voor oraal gebruik, oplossing",10101000,SAM2,# druppels oploss. (druppelfl.),gtts sol. # (flac. compte-gouttes),?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,100,mg,NULL,mg,1,mL,mL,N02AX02,300,mg,,tramadol hydrochloride 100 mg / 1 ml druppels (or.),tramadol oraal 100 mg / 1 ml
BEL,tramadol,3847,Tramadol EG druppels oploss. (druppelfl.) 100 mg / 1 ml,EG,Tramadol EG druppels oploss. (druppelfl.) 50 ml 100 mg / 1 ml,2059038,245707-06,Tramadol EG druppels oploss. (druppelfl.) 50ml 100mg/1ml,Tramadol EG gtts sol. (flac. compte-gouttes) 50ml 100mg/1ml,NULL,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE245707&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE245707&leafletType=rcp,SAM2,SAM2,tramadol,,"druppels voor oraal gebruik in druppelflacon, oplossing","Druppels voor oraal gebruik, oplossing",10101000,SAM2,# druppels oploss. (druppelfl.),gtts sol. # (flac. compte-gouttes),?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,100,mg,NULL,mg,1,mL,mL,N02AX02,300,mg,,tramadol hydrochloride 100 mg / 1 ml druppels (or.),tramadol oraal 100 mg / 1 ml
BEL,ibuprofen,3817,Spidifen filmomh. tabl. (deelb.) 400 mg,Zambon,Spidifen filmomh. tabl. (deelb.) 30 x 400 mg,3690294,244456-04,Spidifen filmomh. tabl. (deelb.) 30x 400mg,Spidifen compr. pellic. (séc.) 30x 400mg,30,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE244456&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE244456&leafletType=rcp,SAM2,SAM2,ibuprofen,ibuprofen arginine,filmomhulde tablet,Filmomhulde tablet,10221000,SAM2,# filmomh. tabl.,compr. pellic. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,400,mg,NULL,mg,NULL,NULL,NULL,M01AE01,1200,mg,,ibuprofen 400 mg tablet (or.),ibuprofen oraal 400 mg
BEL,enalapril + hydrochloorthiazide,3784,"Co-Enalapril EG tabl. (deelb.) 20 mg + 12,5 mg",EG,"Co-Enalapril EG 20/12,5 tabl. (deelb.) 98 x",2051068,242715-10,"Co-Enalapril EG 20/12,5 tabl. (deelb.) 98x","Co-Enalapril EG 20/12,5 compr. (séc.) 98x",98,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE242715&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE242715&leafletType=rcp,SAM2,SAM2,enalapril/hydrochloorthiazide,,tablet,Tablet,10219000,SAM2,# tabl.,compr. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,12.5000/20.0000,mg,NULL,mg,NULL,NULL,NULL,C09BA02,1,ed,,"enalapril maleaat 20 mg + hydrochloorthiazide 12,5 mg tablet (or.)","enalapril + hydrochloorthiazide oraal 20 mg + 12,5 mg"
BEL,ibuprofen,3670,Nurofen filmomh. tabl. Fasttabs 400 mg,Reckitt Benckiser,Nurofen filmomh. tabl. Fasttabs 24 x 400 mg,2652048,238551-01,Nurofen filmomh. tabl. Fasttabs 24x 400mg,Nurofen compr. pellic. Fasttabs 24x 400mg,24,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE238551&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE238551&leafletType=rcp,SAM2,SAM2,ibuprofen,,filmomhulde tablet,Filmomhulde tablet,10221000,SAM2,# filmomh. tabl.,compr. pellic. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,400,mg,NULL,mg,NULL,NULL,NULL,M01AE01,1200,mg,,ibuprofen 400 mg tablet (or.),ibuprofen oraal 400 mg
BEL,insuline aspart,3657,NovoRapid inj. oploss. s.c. FlexPen [voorgev. pen] 100 E / 1 ml,Novo Nordisk,NovoRapid inj. oploss. s.c. FlexPen [voorgev. pen] 5 x 3 ml 100 E / 1 ml,1576081,237797-01,NovoRapid inj. oploss. s.c. FlexPen [voorgev. pen] 5x3ml 100E/1ml,NovoRapid sol. inj. s.c. FlexPen [stylo prérempli] 5x3ml 100U/1ml,5,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/99/119/009&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=EU/1/99/119/009&leafletType=rcp,SAM2,SAM2,insuline aspart,,oplossing voor injectie in een voorgevulde pen,Oplossing voor injectie in een voorgevulde pen,50060200,SAM2,inj. oploss. #,sol. inj. #,?,?,subcutaan gebruik,subcutaneous use,Subcutaan gebruik,20066000,,100,1,NULL,1,1,mL,mL,A10AB05,40,E,,insuline aspart 100 E / 1 ml oplossing voor injectie (s.c.),insuline aspart injectie 100 E / 1 ml
BEL,simvastatine,3647,Simvastatin Sandoz filmomh. tabl. (deelb.) 40 mg,Sandoz,Simvastatin Sandoz filmomh. tabl. (deelb.) 100 x 40 mg,1766278,237282-21,Simvastatin Sandoz filmomh. tabl. (deelb.) 100x 40mg,Simvastatin Sandoz compr. pellic. (séc.) 100x 40mg,100,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE237282&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE237282&leafletType=rcp,SAM2,SAM2,simvastatine,,filmomhulde tablet,Filmomhulde tablet,10221000,SAM2,# filmomh. tabl.,compr. pellic. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,40,mg,NULL,mg,NULL,NULL,NULL,C10AA01,30,mg,,simvastatine 40 mg tablet (or.),simvastatine oraal 40 mg
BEL,simvastatine,3647,Simvastatin Sandoz filmomh. tabl. (deelb.) 40 mg,Sandoz,Simvastatin Sandoz filmomh. tabl. (deelb.) 100 x 40 mg (UD),3267549,237273-07,Simvastatin Sandoz filmomh. tabl. (deelb.) 100x 40mg (UD),Simvastatin Sandoz compr. pellic. (séc.) 100x 40mg (UD),100,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE237273&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE237273&leafletType=rcp,SAM2,SAM2,simvastatine,,filmomhulde tablet,Filmomhulde tablet,10221000,SAM2,# filmomh. tabl.,compr. pellic. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,40,mg,NULL,mg,NULL,NULL,NULL,NULL,NULL,NULL,,simvastatine 40 mg tablet (or.),simvastatine oraal 40 mg
BEL,simvastatine,3647,Simvastatin Sandoz filmomh. tabl. (deelb.) 40 mg,Sandoz,Simvastatin Sandoz filmomh. tabl. (deelb.) 30 x 40 mg,1766260,237282-07,Simvastatin Sandoz filmomh. tabl. (deelb.) 30x 40mg,Simvastatin Sandoz compr. pellic. (séc.) 30x 40mg,30,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE237282&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE237282&leafletType=rcp,SAM2,SAM2,simvastatine,,filmomhulde tablet,Filmomhulde tablet,10221000,SAM2,# filmomh. tabl.,compr. pellic. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,40,mg,NULL,mg,NULL,NULL,NULL,C10AA01,30,mg,,simvastatine 40 mg tablet (or.),simvastatine oraal 40 mg
BEL,simvastatine,3646,Simvastatin Sandoz filmomh. tabl. (deelb.) 20 mg,Sandoz,Simvastatin Sandoz filmomh. tabl. (deelb.) 100 x 20 mg,1766252,237246-21,Simvastatin Sandoz filmomh. tabl. (deelb.) 100x 20mg,Simvastatin Sandoz compr. pellic. (séc.) 100x 20mg,100,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE237246&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE237246&leafletType=rcp,SAM2,SAM2,simvastatine,,filmomhulde tablet,Filmomhulde tablet,10221000,SAM2,# filmomh. tabl.,compr. pellic. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,20,mg,NULL,mg,NULL,NULL,NULL,C10AA01,30,mg,,simvastatine 20 mg tablet (or.),simvastatine oraal 20 mg
BEL,simvastatine,3646,Simvastatin Sandoz filmomh. tabl. (deelb.) 20 mg,Sandoz,Simvastatin Sandoz filmomh. tabl. (deelb.) 100 x 20 mg (UD),3267531,237237-07,Simvastatin Sandoz filmomh. tabl. (deelb.) 100x 20mg (UD),Simvastatin Sandoz compr. pellic. (séc.) 100x 20mg (UD),100,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE237237&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE237237&leafletType=rcp,SAM2,SAM2,simvastatine,,filmomhulde tablet,Filmomhulde tablet,10221000,SAM2,# filmomh. tabl.,compr. pellic. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,20,mg,NULL,mg,NULL,NULL,NULL,NULL,NULL,NULL,,simvastatine 20 mg tablet (or.),simvastatine oraal 20 mg
BEL,simvastatine,3646,Simvastatin Sandoz filmomh. tabl. (deelb.) 20 mg,Sandoz,Simvastatin Sandoz filmomh. tabl. (deelb.) 30 x 20 mg,1766245,237246-07,Simvastatin Sandoz filmomh. tabl. (deelb.) 30x 20mg,Simvastatin Sandoz compr. pellic. (séc.) 30x 20mg,30,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE237246&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE237246&leafletType=rcp,SAM2,SAM2,simvastatine,,filmomhulde tablet,Filmomhulde tablet,10221000,SAM2,# filmomh. tabl.,compr. pellic. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,20,mg,NULL,mg,NULL,NULL,NULL,C10AA01,30,mg,,simvastatine 20 mg tablet (or.),simvastatine oraal 20 mg
BEL,tramadol,3617,Tramadol Sandoz tabl. verl. afgifte 200 mg,Sandoz,Tramadol Sandoz tabl. verl. afgifte 100 x 200 mg,2562866,235575-07,Tramadol Sandoz tabl. verl. afgifte 100x 200mg,Tramadol Sandoz compr. lib. prol. 100x 200mg,100,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE235575&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE235575&leafletType=rcp,SAM2,SAM2,tramadol,,tablet met verlengde afgifte,Tablet met verlengde afgifte,10226000,SAM2,# tabl. verl. afgifte,compr. lib. prol. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,200,mg,NULL,mg,NULL,NULL,NULL,N02AX02,300,mg,,tramadol hydrochloride 200 mg tablet met gereguleerde afgifte (or.) [2 toed.momenten/d.],tramadol oraal (gereg. afgifte) 200 mg [2 toed.momenten/d.]
BEL,tramadol,3617,Tramadol Sandoz tabl. verl. afgifte 200 mg,Sandoz,Tramadol Sandoz tabl. verl. afgifte 20 x 200 mg,1784156,235575-02,Tramadol Sandoz tabl. verl. afgifte 20x 200mg,Tramadol Sandoz compr. lib. prol. 20x 200mg,20,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE235575&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE235575&leafletType=rcp,SAM2,SAM2,tramadol,,tablet met verlengde afgifte,Tablet met verlengde afgifte,10226000,SAM2,# tabl. verl. afgifte,compr. lib. prol. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,200,mg,NULL,mg,NULL,NULL,NULL,N02AX02,300,mg,,tramadol hydrochloride 200 mg tablet met gereguleerde afgifte (or.) [2 toed.momenten/d.],tramadol oraal (gereg. afgifte) 200 mg [2 toed.momenten/d.]
BEL,tramadol,3617,Tramadol Sandoz tabl. verl. afgifte 200 mg,Sandoz,Tramadol Sandoz tabl. verl. afgifte 60 x 200 mg,1784164,235575-05,Tramadol Sandoz tabl. verl. afgifte 60x 200mg,Tramadol Sandoz compr. lib. prol. 60x 200mg,60,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE235575&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE235575&leafletType=rcp,SAM2,SAM2,tramadol,,tablet met verlengde afgifte,Tablet met verlengde afgifte,10226000,SAM2,# tabl. verl. afgifte,compr. lib. prol. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,200,mg,NULL,mg,NULL,NULL,NULL,N02AX02,300,mg,,tramadol hydrochloride 200 mg tablet met gereguleerde afgifte (or.) [2 toed.momenten/d.],tramadol oraal (gereg. afgifte) 200 mg [2 toed.momenten/d.]
BEL,tramadol,3616,Tramadol Sandoz tabl. verl. afgifte 150 mg,Sandoz,Tramadol Sandoz tabl. verl. afgifte 100 x 150 mg,2562858,235566-07,Tramadol Sandoz tabl. verl. afgifte 100x 150mg,Tramadol Sandoz compr. lib. prol. 100x 150mg,100,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE235566&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE235566&leafletType=rcp,SAM2,SAM2,tramadol,,tablet met verlengde afgifte,Tablet met verlengde afgifte,10226000,SAM2,# tabl. verl. afgifte,compr. lib. prol. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,150,mg,NULL,mg,NULL,NULL,NULL,N02AX02,300,mg,,tramadol hydrochloride 150 mg tablet met gereguleerde afgifte (or.) [2 toed.momenten/d.],tramadol oraal (gereg. afgifte) 150 mg [2 toed.momenten/d.]
BEL,tramadol,3616,Tramadol Sandoz tabl. verl. afgifte 150 mg,Sandoz,Tramadol Sandoz tabl. verl. afgifte 20 x 150 mg,1784131,235566-02,Tramadol Sandoz tabl. verl. afgifte 20x 150mg,Tramadol Sandoz compr. lib. prol. 20x 150mg,20,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE235566&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE235566&leafletType=rcp,SAM2,SAM2,tramadol,,tablet met verlengde afgifte,Tablet met verlengde afgifte,10226000,SAM2,# tabl. verl. afgifte,compr. lib. prol. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,150,mg,NULL,mg,NULL,NULL,NULL,N02AX02,300,mg,,tramadol hydrochloride 150 mg tablet met gereguleerde afgifte (or.) [2 toed.momenten/d.],tramadol oraal (gereg. afgifte) 150 mg [2 toed.momenten/d.]
BEL,tramadol,3616,Tramadol Sandoz tabl. verl. afgifte 150 mg,Sandoz,Tramadol Sandoz tabl. verl. afgifte 60 x 150 mg,1784149,235566-05,Tramadol Sandoz tabl. verl. afgifte 60x 150mg,Tramadol Sandoz compr. lib. prol. 60x 150mg,60,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE235566&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE235566&leafletType=rcp,SAM2,SAM2,tramadol,,tablet met verlengde afgifte,Tablet met verlengde afgifte,10226000,SAM2,# tabl. verl. afgifte,compr. lib. prol. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,150,mg,NULL,mg,NULL,NULL,NULL,N02AX02,300,mg,,tramadol hydrochloride 150 mg tablet met gereguleerde afgifte (or.) [2 toed.momenten/d.],tramadol oraal (gereg. afgifte) 150 mg [2 toed.momenten/d.]
BEL,tramadol,3615,Tramadol Sandoz tabl. verl. afgifte 100 mg,Sandoz,Tramadol Sandoz tabl. verl. afgifte 100 x 100 mg,2562833,235557-07,Tramadol Sandoz tabl. verl. afgifte 100x 100mg,Tramadol Sandoz compr. lib. prol. 100x 100mg,100,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE235557&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE235557&leafletType=rcp,SAM2,SAM2,tramadol,,tablet met verlengde afgifte,Tablet met verlengde afgifte,10226000,SAM2,# tabl. verl. afgifte,compr. lib. prol. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,100,mg,NULL,mg,NULL,NULL,NULL,N02AX02,300,mg,,tramadol hydrochloride 100 mg tablet met gereguleerde afgifte (or.) [2 toed.momenten/d.],tramadol oraal (gereg. afgifte) 100 mg [2 toed.momenten/d.]
BEL,tramadol,3615,Tramadol Sandoz tabl. verl. afgifte 100 mg,Sandoz,Tramadol Sandoz tabl. verl. afgifte 30 x 100 mg,1784123,235557-03,Tramadol Sandoz tabl. verl. afgifte 30x 100mg,Tramadol Sandoz compr. lib. prol. 30x 100mg,30,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE235557&leafletType=skp,https://bijsluiters.fagg-afmps.be/registrationSearchServlet?key=BE235557&leafletType=rcp,SAM2,SAM2,tramadol,,tablet met verlengde afgifte,Tablet met verlengde afgifte,10226000,SAM2,# tabl. verl. afgifte,compr. lib. prol. #,?,?,oraal gebruik,oral use,Oraal gebruik,20053000,,100,mg,NULL,mg,NULL,NULL,NULL,N02AX02,300,mg,,tramadol hydrochloride 100 mg tablet met gereguleerde afgifte (or.) [2 toed.momenten/d.],tramadol oraal (gereg. afgifte) 100 mg [2 toed.momenten/d.]
