Priorità,Country,Problema,Codice Gruppo Equivalenza,Generici_Prontuario_NewPrezziRi.Codice gruppo equivalenza,ATC,"Codice AIC - LocalMppid",Principio Attivo,Generici_Prontuario_NewPrezziRi.Principio attivo,Metri cubi ossigeno ,Descrizione Gruppo Equivalenza,Denominazione e Confezione,Generici_Prontuario_NewPrezziRi.Farmaco,Medicinal Product Name,Titolare AIC,Generici_Prontuario_NewPrezziRi.Ditta,Generici_Prontuario_NewPrezziRi.Confezione di riferimento,Generici_Prontuario_NewPrezziRi.Confezione,Package 1 (outer container) (EDQM Code),Package 1 (outer container) (EDQM Label),Dose form (EDQM Code),Dose form (EDQM Label),Unit of Presentation 1 (EDQM Code),Unit of Presentation 1 (EDQM Label),Unit of Presentation 1 (EDQM Label),Package Size,Unit of Measure 1 (UCUM),Package 2 (inner container) (EDQM Code),Package 2 (inner container) (EDQM Label),Unit of Presentation 2 (EDQM Code),Unit of Presentation 2 (EDQM Label),Quantity 2,Unit of Measure 2 (UCUM),Route of Administration (EDQM Code),Route of Administration (EDQM Label),Substance 1 (SMS code),Substance 1 (SMS Label),Active Ingredient 1 Numerator Quantity,Active Ingredient 1 Numerator Unit of Mesurement (UCUM),Active Ingredient 1 Denominator Quantity,Active Ingredient 1 Denominator Unit of Mesurement (UCUM),Substance 2 (SMS code),Substance 2 (SMS Label),Active Ingredient 2 Numerator Quantity,Active Ingredient 2 Numerator Unit of Mesurement (UCUM),Active Ingredient 2 Denominator Quantity,Active Ingredient 2 Denominator Unit of Mesurement (UCUM),Active Ingredient 3 (SMS code),Active Ingredient 3 (SMS Label),Active Ingredient 3 Numerator Quantity,Active Ingredient 3 Numerator Unit of Mesurement (UCUM),Active Ingredient 3 Denominator Quantity,Active Ingredient 3 Denominator Unit of Mesurement (UCUM),X=in lista di trasparenza Aifa 15/12/2021,Solo in lista di Regione:,Generici_Prontuario_NewPrezziRi.Nota
1,Italy,,FNC,FNC,N05AH03,41011432,Olanzapina,Olanzapina,,OLANZAPINA 10MG 28 UNITA' USO ORALE,ZALASTA*28 cpr orodispers 10 mg,ZALASTA,ZALASTA,KRKA D.D.NOVO MESTO,KRKA D.D.NOVO MESTO,28 UNITA' 10 MG - USO ORALE,"""10 MG-COMPRESSA ORODISPERSIBILE-USO ORALE-BLISTER (AL/OPA/AL/PVC)"" 28 COMPRESSE",30009000,Box,10219000,Tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000085471,Olanzapine,10,mg,1,1,,,,,,,,,,,,,X,,In distribuzione diretta da parte delle Regioni
1,Italy,,FNC,FNC,N05AH03,33638091,Olanzapina,Olanzapina,,OLANZAPINA 10MG 28 UNITA' USO ORALE,ZYPREXA*28 cpr riv 10 mg,ZYPREXA,ZYPREXA,ELI LILLY NEDERLAND BV,ELI LILLY NEDERLAND BV,28 UNITA' 10 MG - USO ORALE,"""10 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000085471,Olanzapine,10,mg,1,1,,,,,,,,,,,,,X,,In distribuzione diretta da parte delle Regioni
1,Italy,,FNC,FNC,N05AH03,33638127,Olanzapina,Olanzapina,,OLANZAPINA 10MG 28 UNITA' USO ORALE,ZYPREXA VELOTAB*28 cpr orodispers 10 mg,ZYPREXA VELOTAB,ZYPREXA VELOTAB,ELI LILLY NEDERLAND BV,ELI LILLY NEDERLAND BV,28 UNITA' 10 MG - USO ORALE,"""10 MG COMPRESSE ORODISPERSIBILI"" 28 COMPRESSE",30009000,Box,10223000,Orodispersible tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000085471,Olanzapine,10,mg,1,1,,,,,,,,,,,,,X,,In distribuzione diretta da parte delle Regioni
1,Italy,,FOA,FOA,N07BB04,25969039,Naltrexone,Naltrexone,,NALTREXONE 50MG 14 UNITA' USO ORALE,NALOREX*14 cpr riv 50 mg,NALOREX,NALOREX,MOLTENI & C. F.LLI ALITTI SpA,L. MOLTENI E C. DEI F.LLI ALITTI SOCIETA' DI ESERCIZIO S.P.A.,14 UNITA' 50 MG - USO ORALE,"""50 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,14,{Tablet},,,,,,,20053000,Oral Use,100000084462,Naltrexone,50,mg,1,1,,,,,,,,,,,,,X,,In distribuzione diretta da parte delle Regioni
1,Italy,,FOA,FOA,N07BB04,40955027,Naltrexone,Naltrexone,,NALTREXONE 50MG 14 UNITA' USO ORALE,NALTREXONE*14 cpr riv 50 mg,NALTREXONE ACCORD HEALTHCARE,NALTREXONE ACCORD HEALTHCARE,ACCORD HEALTHCARE SLU,ACCORD HEALTHCARE SLU,14 UNITA' 50 MG - USO ORALE,"""50 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE IN BLISTER PVC/PE/ACLAR-AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,14,{Tablet},,,,,,,20053000,Oral Use,100000084462,Naltrexone,50,mg,1,1,,,,,,,,,,,,,X,,In distribuzione diretta da parte delle Regioni
1,Italy,,FOB,,N07BB04,28248021,Naltrexone,,,NALTREXONE 50MG 10 UNITA' USO ORALE,NARCORAL*10 cpr 50 mg,,NARCORAL,SIRTON MEDICARE Srl,,,,30009000,Box,10219000,Tablet,15054000,tablet,tablet,10,{Tablet},,,,,,,20053000,Oral Use,100000084462,Naltrexone,50,mg,1,1,,,,,,,,,,,,,,,
3,Italy,,FOC,,N07BB04,25855065,Naltrexone,,,NALTREXONE 50MG 10 UNITA' USO ORALE,ANTAXONE*orale soluz 10 flaconcini 50 mg 10 ml,,ANTAXONE,ZAMBON ITALIA Srl,,,,30009000,Box,,,,,,,,,,,,,,20053000,Oral Use,,,,,,1,,,,,,,,,,,,,,,
1,Italy,,FPA,FPA,C09CA03,34776207,Valsartan,Valsartan,,VALSARTAN 40MG 14 UNITA' USO ORALE,RIXIL*14 cpr riv div 40 mg,RIXIL,RIXIL,SANDOZ SpA,SANDOZ S.P.A.,14 UNITA' 40 MG - USO ORALE,"""40 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE IN BLISTER PVC/PVDC",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,14,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,40,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPA,FPA,C09CA03,39815028,Valsartan,Valsartan,,VALSARTAN 40MG 14 UNITA' USO ORALE,VALSARTAN*14 cpr riv 40 mg,VALSARTAN DOC GENERICI,VALSARTAN DOC GENERICI,DOC GENERICI Srl,DOC GENERICI S.R.L.,14 UNITA' 40 MG - USO ORALE,"""40 MG COMPRESSE"" 14 COMPRESSE IN BLISTER PVC/PE/PVDC/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,14,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,40,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPA,FPA,C09CA03,40318014,Valsartan,Valsartan,,VALSARTAN 40MG 14 UNITA' USO ORALE,VALSARTAN*14 cpr riv 40 mg,VALSARTAN SANDOZ,VALSARTAN SANDOZ,SANDOZ SpA,SANDOZ S.P.A.,14 UNITA' 40 MG - USO ORALE,"""40 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE IN BLISTER PVC/PVDC",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,14,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,40,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPA,FPA,C09CA03,40617019,Valsartan,Valsartan,,VALSARTAN 40MG 14 UNITA' USO ORALE,VALSARTAN*14 cpr riv 40 mg,VALSARTAN SUN,VALSARTAN SUN,SUN PHARMACEUTICAL IND.EU.B.V.,SUN PHARMACEUTICAL IND. B.V.,14 UNITA' 40 MG - USO ORALE,"""40 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE IN BLISTER PVC/AL/PA/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,14,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,40,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPA,FPA,C09CA03,40762015,Valsartan,Valsartan,,VALSARTAN 40MG 14 UNITA' USO ORALE,VALSARTAN*14 cpr riv 40 mg,VALSARTAN ABC,VALSARTAN ABC,ABC FARMACEUTICI SpA,ABC FARMACEUTICI S.P.A.,14 UNITA' 40 MG - USO ORALE,"""40 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,14,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,40,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPA,FPA,C09CA03,40782346,Valsartan,Valsartan,,VALSARTAN 40MG 14 UNITA' USO ORALE,VALSARTAN*14 cpr riv 40 mg,VALSARTAN EG,VALSARTAN EG,EG SpA,EG S.P.A.,14 UNITA' 40 MG - USO ORALE,"""40 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE IN BLISTER PVC/PVDC-AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,14,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,40,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPA,FPA,C09CA03,41076011,Valsartan,Valsartan,,VALSARTAN 40MG 14 UNITA' USO ORALE,VALSARTAN*14 cpr riv 40 mg,VALSARTAN ALMUS,VALSARTAN ALMUS,ALMUS Srl,ALMUS S.R.L.,14 UNITA' 40 MG - USO ORALE,"""40 MG COMPRESSE RIVESTITE CON FILM""14 COMPRESSE",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,14,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,40,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPA,FPA,C09CA03,41104023,Valsartan,Valsartan,,VALSARTAN 40MG 14 UNITA' USO ORALE,VALSARTAN*14 cpr riv 40 mg,VALSARTAN HCS,VALSARTAN HCS,HCS BVBA,HCS BVBA,14 UNITA' 40 MG - USO ORALE,"""40 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE IN BLISTER PVC/PE/PVDC/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,14,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,40,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPA,FPA,C09CA03,41442031,Valsartan,Valsartan,,VALSARTAN 40MG 14 UNITA' USO ORALE,VALSARTAN*14 cpr riv 40 mg,VALSARTAN MYLAN GENERICS,VALSARTAN MYLAN GENERICS,MYLAN SpA,MYLAN S.P.A.,14 UNITA' 40 MG - USO ORALE,"""40 MG COMPRESSE RIVESTITE"" 14 COMPRESSE IN BLISTER OPA/AL/PVC",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,14,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,40,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPA,FPA,C09CA03,41849023,Valsartan,Valsartan,,VALSARTAN 40MG 14 UNITA' USO ORALE,VALSARTAN*14 cpr riv 40 mg,VALSARTAN PENSA,VALSARTAN PENSA,PENSA PHARMA SpA,PENSA PHARMA S.P.A.,14 UNITA' 40 MG - USO ORALE,"""40 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,14,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,40,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPA,FPA,C09CA03,42392011,Valsartan,Valsartan,,VALSARTAN 40MG 14 UNITA' USO ORALE,VALSARTAN*14 cpr riv 40 mg,VALSARTAN TECNIGEN,VALSARTAN TECNIGEN,TECNIMEDE SOC.TECNICO-MED.S.A.,TECNIMEDE SOCIEDADE TECNICO-MEDICINAL S.A.,14 UNITA' 40 MG - USO ORALE,"""40 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE IN BLISTER PVC/PE/PVDC/AL/PVDC",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,14,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,40,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPA,FPA,C09CA03,33178260,Valsartan,Valsartan,,VALSARTAN 40MG 14 UNITA' USO ORALE,TAREG*14 cpr riv 40 mg,TAREG,TAREG,NOVARTIS FARMA SpA,NOVARTIS FARMA S.P.A.,14 UNITA' 40 MG - USO ORALE,"""40 MG COMPRESSE RIVESTITE CON FILM"" 14 COMPRESSE IN BLISTER PVC/PVDC",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,14,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,40,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPB,FPB,C09CA03,41129115,Valsartan,Valsartan,,VALSARTAN 80MG 28 UNITA' USO ORALE,ALSARTIR*28 cpr riv div 80 mg,ALSARTIR,ALSARTIR,EG SpA,EG S.P.A.,28 UNITA' 80 MG - USO ORALE,"""80 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER  PVC/PVDC/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPB,FPB,C09CA03,41168067,Valsartan,Valsartan,,VALSARTAN 80MG 28 UNITA' USO ORALE,PRESSLOVAL*28 cpr riv 80 mg,PRESSLOVAL,PRESSLOVAL,SO.SE.PHARM Srl,SO.SE.PHARM S.R.L.,28 UNITA' 80 MG - USO ORALE,"""80 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPB,FPB,C09CA03,34776827,Valsartan,Valsartan,,VALSARTAN 80MG 28 UNITA' USO ORALE,RIXIL*28 cpr riv 80 mg,RIXIL,RIXIL,SANDOZ SpA,SANDOZ S.P.A.,28 UNITA' 80 MG - USO ORALE,"""80 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER CALENDARIO PVC/PE/PVDC/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPB,FPB,C09CA03,39810041,Valsartan,Valsartan,,VALSARTAN 80MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 80 mg,VALSARTAN ALTER,VALSARTAN ALTER,LABORATORI ALTER Srl,LABORATORI ALTER S.R.L.,28 UNITA' 80 MG - USO ORALE,"""80 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPB,FPB,C09CA03,39815156,Valsartan,Valsartan,,VALSARTAN 80MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 80 mg,VALSARTAN DOC GENERICI,VALSARTAN DOC GENERICI,DOC GENERICI Srl,DOC GENERICI S.R.L.,28 UNITA' 80 MG - USO ORALE,"""80 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPB,FPB,C09CA03,40318065,Valsartan,Valsartan,,VALSARTAN 80MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 80 mg,VALSARTAN SANDOZ,VALSARTAN SANDOZ,SANDOZ SpA,SANDOZ S.P.A.,28 UNITA' 80 MG - USO ORALE,"""80 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PVDC",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPB,FPB,C09CA03,40617084,Valsartan,Valsartan,,VALSARTAN 80MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 80 mg,VALSARTAN SUN,VALSARTAN SUN,SUN PHARMACEUTICAL IND.EU.B.V.,SUN PHARMACEUTICAL IND. B.V.,28 UNITA' 80 MG - USO ORALE,"""80 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL/PA/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPB,FPB,C09CA03,40723076,Valsartan,Valsartan,,VALSARTAN 80MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 80 mg,VALSARTAN ZENTIVA,VALSARTAN ZENTIVA,ZENTIVA ITALIA Srl,ZENTIVA ITALIA S.R.L.,28 UNITA' 80 MG - USO ORALE,"""80 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPB,FPB,C09CA03,40762027,Valsartan,Valsartan,,VALSARTAN 80MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 80 mg,VALSARTAN ABC,VALSARTAN ABC,ABC FARMACEUTICI SpA,ABC FARMACEUTICI S.P.A.,28 UNITA' 80 MG - USO ORALE,"""80 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPB,FPB,C09CA03,40782031,Valsartan,Valsartan,,VALSARTAN 80MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 80 mg,VALSARTAN EG,VALSARTAN EG,EG SpA,EG S.P.A.,28 UNITA' 80 MG - USO ORALE,"""80 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPB,FPB,C09CA03,41076062,Valsartan,Valsartan,,VALSARTAN 80MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 80 mg,VALSARTAN ALMUS,VALSARTAN ALMUS,ALMUS Srl,ALMUS S.R.L.,28 UNITA' 80 MG - USO ORALE,"""80 MG COMPRESSE RIVESTITE CON FILM""28 COMPRESSE",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPB,FPB,C09CA03,41104098,Valsartan,Valsartan,,VALSARTAN 80MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 80 mg,VALSARTAN HCS,VALSARTAN HCS,HCS BVBA,HCS BVBA,28 UNITA' 80 MG - USO ORALE,"""80 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPB,FPB,C09CA03,41849098,Valsartan,Valsartan,,VALSARTAN 80MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 80 mg,VALSARTAN PENSA,VALSARTAN PENSA,PENSA PHARMA SpA,PENSA PHARMA S.P.A.,28 UNITA' 80 MG - USO ORALE,"""80 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPB,FPB,C09CA03,42392023,Valsartan,Valsartan,,VALSARTAN 80MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 80 mg,VALSARTAN TECNIGEN,VALSARTAN TECNIGEN,TECNIMEDE SOC.TECNICO-MED.S.A.,TECNIMEDE SOCIEDADE TECNICO-MEDICINAL S.A.,28 UNITA' 80 MG - USO ORALE,"""80 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/PE/PVDC/AL/PVDC",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPB,FPB,C09CA03,40151045,Valsartan,Valsartan,,VALSARTAN 80MG 28 UNITA' USO ORALE,VALSARTAN*28 cps 80 mg,VALSARTAN TEVA ITALIA,VALSARTAN TEVA ITALIA,TEVA ITALIA Srl,TEVA ITALIA S.R.L.,28 UNITA' 80 MG - USO ORALE,"""80 MG CAPSULE RIGIDE"" 28 CAPSULE IN BLISTER PVC/PE/PVDC-AL",30009000,Box,12100,Capsule,15012000,capsule,capsule,28,{Capsule},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPB,FPB,C09CA03,40225043,Valsartan,Valsartan,,VALSARTAN 80MG 28 UNITA' USO ORALE,VALSARTAN*28 cps 80 mg,VALSARTAN MYLAN GENERICS ITALIA,VALSARTAN MYLAN GENERICS ITALIA,MYLAN SpA,MYLAN S.P.A.,28 UNITA' 80 MG - USO ORALE,"""80 MG CAPSULE"" 28 CAPSULE",30009000,Box,12100,Capsule,15012000,capsule,capsule,28,{Capsule},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPB,FPB,C09CA03,33178892,Valsartan,Valsartan,,VALSARTAN 80MG 28 UNITA' USO ORALE,TAREG*28 cpr riv 80 mg,TAREG,TAREG,NOVARTIS FARMA SpA,NOVARTIS FARMA S.P.A.,28 UNITA' 80 MG - USO ORALE,"""80 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER CALENDARIO PVC/PVDC/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,80,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPC,FPC,C09CA03,41129204,Valsartan,Valsartan,,VALSARTAN 160MG 28 UNITA' USO ORALE,ALSARTIR*28 cpr riv div 160 mg,ALSARTIR,ALSARTIR,EG SpA,EG S.P.A.,28 UNITA' 160 MG - USO ORALE,"""160 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER  PVC/PVDC/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,160,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPC,FPC,C09CA03,41168105,Valsartan,Valsartan,,VALSARTAN 160MG 28 UNITA' USO ORALE,PRESSLOVAL*28 cpr riv 160 mg,PRESSLOVAL,PRESSLOVAL,SO.SE.PHARM Srl,SO.SE.PHARM S.R.L.,28 UNITA' 160 MG - USO ORALE,"""160 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PVDC/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,160,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPC,FPC,C09CA03,34776878,Valsartan,Valsartan,,VALSARTAN 160MG 28 UNITA' USO ORALE,RIXIL*28 cpr riv 160 mg,RIXIL,RIXIL,SANDOZ SpA,SANDOZ S.P.A.,28 UNITA' 160 MG - USO ORALE,"""160 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER CALENDARIO PVC/PVDC/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,160,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPC,FPC,C09CA03,39810066,Valsartan,Valsartan,,VALSARTAN 160MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 160 mg,VALSARTAN ALTER,VALSARTAN ALTER,LABORATORI ALTER Srl,LABORATORI ALTER S.R.L.,28 UNITA' 160 MG - USO ORALE,"""160 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,160,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPC,FPC,C09CA03,39815271,Valsartan,Valsartan,,VALSARTAN 160MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 160 mg,VALSARTAN DOC GENERICI,VALSARTAN DOC GENERICI,DOC GENERICI Srl,DOC GENERICI S.R.L.,28 UNITA' 160 MG - USO ORALE,"""160 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,160,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPC,FPC,C09CA03,40318077,Valsartan,Valsartan,,VALSARTAN 160MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 160 mg,VALSARTAN SANDOZ,VALSARTAN SANDOZ,SANDOZ SpA,SANDOZ S.P.A.,28 UNITA' 160 MG - USO ORALE,"""160 MG COMPRESSE RIVESTITE"" 28 COMPRESSE IN BLISTER PVC/PVDC",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,160,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPC,FPC,C09CA03,40617146,Valsartan,Valsartan,,VALSARTAN 160MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 160 mg,VALSARTAN SUN,VALSARTAN SUN,SUN PHARMACEUTICAL IND.EU.B.V.,SUN PHARMACEUTICAL IND. B.V.,28 UNITA' 160 MG - USO ORALE,"""160 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE IN BLISTER PVC/AL/PA/AL",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,160,mg,1,1,,,,,,,,,,,,,X,,
1,Italy,,FPC,FPC,C09CA03,40723126,Valsartan,Valsartan,,VALSARTAN 160MG 28 UNITA' USO ORALE,VALSARTAN*28 cpr riv 160 mg,VALSARTAN ZENTIVA,VALSARTAN ZENTIVA,ZENTIVA ITALIA Srl,ZENTIVA ITALIA S.R.L.,28 UNITA' 160 MG - USO ORALE,"""160 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",30009000,Box,10220000,Coated tablet,15054000,tablet,tablet,28,{Tablet},,,,,,,20053000,Oral Use,100000088000,Valsartan,160,mg,1,1,,,,,,,,,,,,,X,,
